Strain1,Strain2,Distance
A/Panama/2007/1999,A/Finland/170/2003,11.3137085

A/Panama/2007/1999,A/Hongkong/1186/2003,8

A/Panama/2007/1999,A/Louisiana/4/2003,5.66

A/Panama/2007/1999,A/Oklahoma/8/2003,2

A/Panama/2007/1999,A/Philippines/825/2003,11.31

A/Panama/2007/1999,A/Shanghai/369/2003,8

A/Panama/2007/1999,A/Taiwan/1529/2003,5.66

A/Panama/2007/1999,A/Texas/40/2003,4.243427125

A/Panama/2007/1999,A/Wyoming/3/2003,5.658427125

A/Panama/2007/1999,A/California/7/2004,32

A/Panama/2007/1999,A/Finland/486/2004,32

A/Panama/2007/1999,A/Malasia/01/2004,8

A/Panama/2007/1999,A/New_york/55/2004,64

A/Panama/2007/1999,A/North_dakota/1/2004,22.627417

A/Panama/2007/1999,A/Oklahoma/8/2004,5.656854249

A/Panama/2007/1999,A/Shantou/1219/2004,11.3137085

A/Panama/2007/1999,A/Singapore/37/2004,22.627417

A/Panama/2007/1999,A/Victoria/500/2004,32

A/Panama/2007/1999,A/Victoria/110/2004,11.31

A/Panama/2007/1999,A/Victoria/513/2004,45.254834

A/Panama/2007/1999,A/Wellington/1/2004,8.486854249

A/Panama/2007/1999,A/Anhui/1238/2005,109.254834

A/Panama/2007/1999,A/Baden-wurttemburg/38/2005,22.627417

A/Panama/2007/1999,A/Brisbane/3/2005,32

A/Panama/2007/1999,A/Hiroshima/52/2005,90.50966799

A/Panama/2007/1999,A/Wisconsin/67/2005,90.50966799

A/Panama/2007/1999,A/Nepal/921/2006,90.50966799

A/Panama/2007/1999,A/Brisbane/10/2007,64

A/Fujian/140/2000,A/Chile/6416/2001,4

A/Fujian/140/2000,A/New_york/55/2001,5.658427125

A/Fujian/140/2000,A/Fujian/411/2002,11.31185425

A/Fujian/140/2000,A/Hong_kong/1550/2002,2

A/Chile/6416/2001,A/New_york/55/2001,1.308553391

A/Chile/6416/2001,A/Fujian/411/2002,8

A/Chile/6416/2001,A/Hong_kong/1550/2002,2

A/New_york/55/2001,A/Fujian/411/2002,16

A/New_york/55/2001,A/Hong_kong/1550/2002,1.412106781

A/New_york/55/2001,A/Finland/170/2003,8

A/New_york/55/2001,A/Wyoming/3/2003,8

A/Fujian/411/2002,A/Korea/770/2002,1

A/Fujian/411/2002,A/Kumamoto/102/2002,1.41

A/Fujian/411/2002,A/Christchurch/28/2003,0.855

A/Fujian/411/2002,A/Finland/170/2003,1

A/Fujian/411/2002,A/Hongkong/1186/2003,2

A/Fujian/411/2002,A/Louisiana/4/2003,1.41

A/Fujian/411/2002,A/Oklahoma/8/2003,0.71

A/Fujian/411/2002,A/Philippines/825/2003,1.41

A/Fujian/411/2002,A/Shanghai/369/2003,2.83

A/Fujian/411/2002,A/Taiwan/1529/2003,2

A/Fujian/411/2002,A/Texas/40/2003,1

A/Fujian/411/2002,A/Wyoming/3/2003,1.205

A/Fujian/411/2002,A/California/7/2004,2.707106781

A/Fujian/411/2002,A/Malasia/01/2004,2

A/Fujian/411/2002,A/New_york/55/2004,2.828427125

A/Fujian/411/2002,A/Singapore/37/2004,5.656854249

A/Fujian/411/2002,A/Victoria/523/2004,5.656854249

A/Fujian/411/2002,A/Victoria/110/2004,2.83

A/Fujian/411/2002,A/Wellington/1/2004,2.705

A/Fujian/411/2002,A/Brisbane/3/2005,8

A/Fujian/411/2002,A/Malaysia/753/2005,2.828427125

A/Fujian/411/2002,A/Victoria/512/2005,2.828427125

A/Fujian/411/2002,A/Wisconsin/67/2005,8

A/Fujian/411/2002,A/Nepal/921/2006,11.3137085

A/Fujian/411/2002,A/Brisbane/10/2007,11.3137085

A/Fujian/411/2002,A/Uruguay/716/2007,11.3137085

A/Hong_kong/1550/2002,A/Fujian/411/2002,7

A/Hong_kong/1550/2002,A/Finland/170/2003,11.3137085

A/Korea/770/2002,A/Louisiana/4/2003,1.41

A/Korea/770/2002,A/Texas/40/2003,1.207106781

A/Korea/770/2002,A/Wyoming/3/2003,1.207106781

A/Korea/770/2002,A/California/7/2004,2

A/Korea/770/2002,A/Oklahoma/8/2004,1

A/Korea/770/2002,A/Singapore/37/2004,8

A/Korea/770/2002,A/Washington/1/2004,8

A/Korea/770/2002,A/Wellington/1/2004,2

A/Kumamoto/102/2002,A/Korea/770/2002,1

A/Kumamoto/102/2002,A/Louisiana/4/2003,2

A/Kumamoto/102/2002,A/Shanghai/369/2003,2.83

A/Kumamoto/102/2002,A/Taiwan/1529/2003,1.41

A/Kumamoto/102/2002,A/Texas/40/2003,1

A/Christchurch/28/2003,A/Philippines/825/2003,1.41

A/Christchurch/28/2003,A/California/7/2004,2.828427125

A/Christchurch/28/2003,A/Finland/486/2004,4

A/Christchurch/28/2003,A/North_dakota/1/2004,5.656854249

A/Christchurch/28/2003,A/Shantou/1219/2004,2.828427125

A/Christchurch/28/2003,A/Singapore/37/2004,9.656854249

A/Christchurch/28/2003,A/Victoria/110/2004,2.83

A/Christchurch/28/2003,A/Victoria/500/2004,4

A/Christchurch/28/2003,A/Victoria/513/2004,8

A/Christchurch/28/2003,A/Wellington/1/2004,3

A/Finland/170/2003,A/Wyoming/3/2003,1

A/Hongkong/1186/2003,A/Korea/770/2002,1

A/Hongkong/1186/2003,A/Kumamoto/102/2002,1.41

A/Hongkong/1186/2003,A/Louisiana/4/2003,2

A/Hongkong/1186/2003,A/Oklahoma/8/2003,1.41

A/Hongkong/1186/2003,A/Shanghai/369/2003,2.83

A/Hongkong/1186/2003,A/Taiwan/1529/2003,1.41

A/Hongkong/1186/2003,A/Texas/40/2003,1

A/Hongkong/1186/2003,A/Malasia/01/2004,2

A/Hongkong/1186/2003,A/Wellington/1/2004,2

A/Oklahoma/8/2003,A/Korea/770/2002,0.71

A/Oklahoma/8/2003,A/Texas/40/2003,1

A/Oklahoma/8/2003,A/Malasia/01/2004,1.41

A/Oklahoma/8/2003,A/Wellington/1/2004,1.41

A/Philippines/825/2003,A/Victoria/110/2004,2

A/Shanghai/369/2003,A/Korea/770/2002,2

A/Shanghai/369/2003,A/Louisiana/4/2003,4

A/Shanghai/369/2003,A/Texas/40/2003,2

A/Taiwan/1529/2003,A/Korea/770/2002,1.41

A/Taiwan/1529/2003,A/Louisiana/4/2003,2.83

A/Taiwan/1529/2003,A/Shanghai/369/2003,1.41

A/Taiwan/1529/2003,A/Texas/40/2003,1

A/Texas/40/2003,A/Louisiana/4/2003,0.71

A/Texas/40/2003,A/Oklahoma/8/2004,1

A/Texas/40/2003,A/Wellington/1/2004,1.705

A/Wyoming/3/2003,A/Kumamoto/102/2002,1

A/Wyoming/3/2003,A/Christchurch/28/2003,1.062106781

A/Wyoming/3/2003,A/Hongkong/1186/2003,2

A/Wyoming/3/2003,A/Louisiana/4/2003,1

A/Wyoming/3/2003,A/Oklahoma/8/2003,1

A/Wyoming/3/2003,A/Philippines/825/2003,1.41

A/Wyoming/3/2003,A/Shanghai/369/2003,2.83

A/Wyoming/3/2003,A/Taiwan/1529/2003,1.41

A/Wyoming/3/2003,A/Texas/40/2003,1.207106781

A/Wyoming/3/2003,A/California/7/2004,2.829213562

A/Wyoming/3/2003,A/Finland/486/2004,4.828427125

A/Wyoming/3/2003,A/Malasia/01/2004,2.83

A/Wyoming/3/2003,A/New_york/55/2004,5.656854249

A/Wyoming/3/2003,A/North_dakota/1/2004,4.242640687

A/Wyoming/3/2003,A/Oklahoma/8/2004,1

A/Wyoming/3/2003,A/Shantou/1219/2004,2.828427125

A/Wyoming/3/2003,A/Singapore/37/2004,8

A/Wyoming/3/2003,A/Victoria/513/2004,11.3137085

A/Wyoming/3/2003,A/Victoria/500/2004,5.656854249

A/Wyoming/3/2003,A/Victoria/110/2004,2.83

A/Wyoming/3/2003,A/Washington/1/2004,16

A/Wyoming/3/2003,A/Wellington/1/2004,2.414213562

A/Wyoming/3/2003,A/Anhui/1238/2005,16

A/Wyoming/3/2003,A/Baden-wurttemburg/38/2005,5.656854249

A/Wyoming/3/2003,A/Brisbane/3/2005,11.3137085

A/Wyoming/3/2003,A/Hiroshima/52/2005,16

A/Wyoming/3/2003,A/Wisconsin/67/2005,6.828427125

A/Wyoming/3/2003,A/Lyon/636/2006,2.414213562

A/California/7/2004,A/New_york/55/2004,1.414213562

A/California/7/2004,A/North_dakota/1/2004,1

A/California/7/2004,A/Washington/1/2004,1.41

A/California/7/2004,A/Anhui/1238/2005,4

A/California/7/2004,A/Anhui/1239/2005,4

A/California/7/2004,A/Baden-wurttemburg/38/2005,1.414213562

A/California/7/2004,A/Brazil/1742/2005,2.828427125

A/California/7/2004,A/Brisbane/3/2005,2

A/California/7/2004,A/Hiroshima/52/2005,11.3137085

A/California/7/2004,A/Hong_kong/2831/2005,2.828427125

A/California/7/2004,A/Malaysia/753/2005,1.207106781

A/California/7/2004,A/Victoria/512/2005,1.414213562

A/California/7/2004,A/Wisconsin/67/2005,2.828427125

A/California/7/2004,A/Brisbane/9/2006,2.828427125

A/California/7/2004,A/Florida/2/2006,5.656854249

A/California/7/2004,A/Hiroshima/33/2006,3.828427125

A/California/7/2004,A/Kentucky/3/2006,4

A/California/7/2004,A/Lyon/636/2006,1.414213562

A/California/7/2004,A/Nepal/921/2006,4

A/California/7/2004,A/Sendai/F131/2006,4

A/California/7/2004,A/Victoria/503/2006,2

A/California/7/2004,A/Brisbane/10/2007,2.414213562

A/Finland/486/2004,A/California/7/2004,1

A/Finland/486/2004,A/New_york/55/2004,1.414213562

A/Finland/486/2004,A/North_dakota/1/2004,1.414213562

A/Finland/486/2004,A/Singapore/37/2004,1.414213562

A/Finland/486/2004,A/Victoria/500/2004,1.414213562

A/Finland/486/2004,A/Victoria/513/2004,2

A/Finland/486/2004,A/Baden-wurttemburg/38/2005,1.414213562

A/Finland/486/2004,A/Brisbane/3/2005,2

A/Malasia/01/2004,A/Korea/770/2002,1.41

A/Malasia/01/2004,A/Christchurch/28/2003,2

A/Malasia/01/2004,A/Philippines/825/2003,2

A/Malasia/01/2004,A/Texas/40/2003,1.41

A/Malasia/01/2004,A/Victoria/110/2004,1

A/New_york/55/2004,A/Anhui/1238/2005,5.656854249

A/New_york/55/2004,A/Baden-wurttemburg/38/2005,1

A/New_york/55/2004,A/Brisbane/3/2005,1.353553391

A/New_york/55/2004,A/Hiroshima/52/2005,11.3137085

A/New_york/55/2004,A/Malaysia/753/2005,1.207106781

A/New_york/55/2004,A/Victoria/512/2005,1.207106781

A/New_york/55/2004,A/Wisconsin/67/2005,2.828427125

A/New_york/55/2004,A/Brisbane/9/2006,4

A/New_york/55/2004,A/Hiroshima/33/2006,2

A/New_york/55/2004,A/Lyon/636/2006,1.707106781

A/New_york/55/2004,A/Victoria/503/2006,4

A/Oklahoma/8/2004,A/Wellington/1/2004,2

A/Shantou/1219/2004,A/California/7/2004,1

A/Shantou/1219/2004,A/Finland/486/2004,1

A/Shantou/1219/2004,A/New_york/55/2004,1

A/Shantou/1219/2004,A/North_dakota/1/2004,0.853553391

A/Shantou/1219/2004,A/Singapore/37/2004,1

A/Shantou/1219/2004,A/Victoria/513/2004,1.414213562

A/Shantou/1219/2004,A/Victoria/500/2004,0.707106781

A/Shantou/1219/2004,A/Anhui/1238/2005,2.828427125

A/Shantou/1219/2004,A/Baden-wurttemburg/38/2005,1.414213562

A/Shantou/1219/2004,A/Brisbane/3/2005,1

A/Shantou/1219/2004,A/Hiroshima/52/2005,8

A/Shantou/1219/2004,A/Wisconsin/67/2005,2.414213562

A/Singapore/37/2004,A/California/7/2004,1.412106781

A/Singapore/37/2004,A/New_york/55/2004,1

A/Singapore/37/2004,A/North_dakota/1/2004,1.414213562

A/Singapore/37/2004,A/Victoria/523/2004,1

A/Singapore/37/2004,A/Victoria/513/2004,1

A/Singapore/37/2004,A/Washington/1/2004,1.41

A/Singapore/37/2004,A/Brisbane/3/2005,1

A/Singapore/37/2004,A/Malaysia/753/2005,1

A/Singapore/37/2004,A/Victoria/512/2005,1.414213562

A/Singapore/37/2004,A/Wisconsin/67/2005,2.828427125

A/Victoria/500/2004,A/California/7/2004,1.414213562

A/Victoria/500/2004,A/Singapore/37/2004,1.414213562

A/Victoria/500/2004,A/Victoria/513/2004,2

A/Victoria/523/2004,A/California/7/2004,2.414213562

A/Victoria/523/2004,A/New_york/55/2004,1.060660172

A/Victoria/523/2004,A/Brisbane/3/2005,1

A/Victoria/523/2004,A/Malaysia/753/2005,1.353553391

A/Victoria/523/2004,A/Victoria/512/2005,1.707106781

A/Victoria/523/2004,A/Wisconsin/67/2005,4.242640687

A/Victoria/523/2004,A/Brisbane/9/2006,8

A/Victoria/523/2004,A/Hiroshima/33/2006,8

A/Victoria/523/2004,A/Victoria/503/2006,11.3137085

A/Wellington/1/2004,A/Philippines/825/2003,1.41

A/Wellington/1/2004,A/California/7/2004,2

A/Wellington/1/2004,A/Finland/486/2004,2.828427125

A/Wellington/1/2004,A/Malasia/01/2004,1.41

A/Wellington/1/2004,A/New_york/55/2004,2.414213562

A/Wellington/1/2004,A/North_dakota/1/2004,2

A/Wellington/1/2004,A/Shantou/1219/2004,1.207106781

A/Wellington/1/2004,A/Singapore/37/2004,2.414213562

A/Wellington/1/2004,A/Victoria/523/2004,3.414213562

A/Wellington/1/2004,A/Victoria/513/2004,8

A/Wellington/1/2004,A/Victoria/110/2004,1.41

A/Wellington/1/2004,A/Victoria/500/2004,3.535533906

A/Wellington/1/2004,A/Washington/1/2004,4

A/Wellington/1/2004,A/Brisbane/3/2005,2.828427125

A/Wellington/1/2004,A/Malaysia/753/2005,1.707106781

A/Wellington/1/2004,A/Victoria/512/2005,2

A/Wellington/1/2004,A/Wisconsin/67/2005,2.828427125

A/Wellington/1/2004,A/Brisbane/9/2006,4

A/Wellington/1/2004,A/Hiroshima/33/2006,4

A/Wellington/1/2004,A/Nepal/921/2006,11.3137085

A/Wellington/1/2004,A/Victoria/503/2006,5.656854249

A/Wellington/1/2004,A/Brisbane/10/2007,5.656854249

A/Wellington/1/2004,A/Uruguay/716/2007,8

A/Anhui/1238/2005,A/Hiroshima/52/2005,1.707106781

A/Anhui/1238/2005,A/Wisconsin/67/2005,1

A/Anhui/1239/2005,A/Hiroshima/52/2005,1

A/Anhui/1239/2005,A/Wisconsin/67/2005,1.414213562

A/Baden-wurttemburg/38/2005,A/Brisbane/3/2005,2.828427125

A/Brazil/1742/2005,A/Anhui/1239/2005,2.828427125

A/Brazil/1742/2005,A/Hiroshima/52/2005,2.828427125

A/Brazil/1742/2005,A/Hong_kong/2831/2005,4

A/Brazil/1742/2005,A/Wisconsin/67/2005,1.414213562

A/Brisbane/3/2005,A/Malaysia/753/2005,0.707106781

A/Brisbane/3/2005,A/Victoria/512/2005,1.414213562

A/Brisbane/3/2005,A/Wisconsin/67/2005,5.656854249

A/Hiroshima/52/2005,A/Wisconsin/67/2005,1.414213562

A/Hiroshima/52/2005,A/Hiroshima/33/2006,2

A/Hiroshima/52/2005,A/Lyon/636/2006,2

A/Hiroshima/52/2005,A/Nepal/921/2006,4

A/Hiroshima/52/2005,A/Sendai/F131/2006,2

A/Hong_kong/2831/2005,A/Anhui/1239/2005,2.828427125

A/Hong_kong/2831/2005,A/Hiroshima/52/2005,2.828427125

A/Hong_kong/2831/2005,A/Wisconsin/67/2005,1.414213562

A/Malaysia/753/2005,A/Wisconsin/67/2005,2

A/Malaysia/753/2005,A/Brisbane/9/2006,1

A/Malaysia/753/2005,A/Hiroshima/33/2006,2

A/Malaysia/753/2005,A/Victoria/503/2006,1.414213562

A/Victoria/512/2005,A/Malaysia/753/2005,1.060660172

A/Victoria/512/2005,A/Wisconsin/67/2005,2

A/Victoria/512/2005,A/Brisbane/9/2006,2

A/Victoria/512/2005,A/Hiroshima/33/2006,2

A/Victoria/512/2005,A/Victoria/503/2006,4

A/Wisconsin/67/2005,A/Brisbane/9/2006,1

A/Wisconsin/67/2005,A/Florida/2/2006,1

A/Wisconsin/67/2005,A/Hiroshima/33/2006,3.535533906

A/Wisconsin/67/2005,A/Kentucky/3/2006,1.414213562

A/Wisconsin/67/2005,A/Lyon/636/2006,2.828427125

A/Wisconsin/67/2005,A/Sendai/F131/2006,4

A/Wisconsin/67/2005,A/Victoria/503/2006,1

A/Wisconsin/67/2005,A/Wisconsin/3/2007,1.414213562

A/Brisbane/9/2006,A/Hiroshima/33/2006,1.414213562

A/Brisbane/9/2006,A/Nepal/921/2006,1.414213562

A/Brisbane/9/2006,A/Brisbane/10/2007,2

A/Florida/2/2006,A/Nepal/921/2006,1

A/Hiroshima/33/2006,A/Sendai/F131/2006,1.414213562

A/Kentucky/3/2006,A/Florida/2/2006,1

A/Kentucky/3/2006,A/Nepal/921/2006,0.707106781

A/Lyon/636/2006,A/Hiroshima/33/2006,2

A/Lyon/636/2006,A/Nepal/921/2006,2

A/Lyon/636/2006,A/Sendai/F131/2006,1.414213562

A/Nepal/921/2006,A/Brisbane/10/2007,1.414213562

A/Nepal/921/2006,A/Uruguay/716/2007,1.414213562

A/Nepal/921/2006,A/Wisconsin/3/2007,1.707106781

A/Victoria/503/2006,A/Brisbane/9/2006,1

A/Victoria/503/2006,A/Hiroshima/33/2006,1

A/Brisbane/10/2007,A/Brisbane/10/2007,0.707106781

A/Brisbane/10/2007,A/Texas/37/2007,0.707106781

A/Texas/37/2007,A/Nepal/921/2006,2

A/Uruguay/716/2007,A/Texas/37/2007,1

A/Wisconsin/3/2007,A/Brisbane/10/2007,1

A/Wisconsin/3/2007,A/Uruguay/716/2007,1.414213562

A/Perth/10/2010,A/Stockholm/18/2011,2

A/Perth/10/2010,A/Hong_kong/3969/2011,1.414213562

A/Perth/10/2010,A/Iowa/19/2010,1

A/Victoria/208/2009,A/Perth/10/2010,1.707106781

A/Victoria/208/2009,A/Victoria/210/2009,1.414213562

A/Victoria/208/2009,A/England/259/2011,1.707106781

A/Victoria/208/2009,A/Hong_kong/3969/2011,2.828427125

A/Hong_kong/1952/2009,A/Niigata/403/2009,1.414213562

A/Hong_kong/1952/2009,A/Philippines/2191/2009,1.414213562

A/Hong_kong/1952/2009,A/Perth/16/2009,1.414213562

A/Hong_kong/1952/2009,A/Wisconsin/15/2009,1

A/Hong_kong/1952/2009,A/Perth/15/2009,1.414213562

A/Hong_kong/1952/2009,A/Hong_kong/1985/2009,1

A/Hong_kong/1952/2009,A/Hong_kong/26560/2009,1.414213562

A/California/07/2004,A/Wisconsin/67/2005,4

A/California/07/2004,A/Hiroshima/52/2005,5.656854249

A/California/07/2004,A/New_york/55/2004,1.414213562

A/Netherlands/35/1993,A/Hong_kong/1774/1999,1.414213562

A/Shanghai/31/1980,A/Belgium/2/1981,2.828427125

A/Wuhan/359/1995,A/Panama/2007/1999,22.627417

A/Wuhan/359/1995,A/Moscow/10/1999,32

A/South_australia/3/2011,A/Chiang_rai/277/2011,1.414213562

A/South_australia/3/2011,A/Brisbane/299/2011,1

A/South_australia/3/2011,A/Kentucky/5/2011,1

A/Stockholm/18/2011,A/England/259/2011,2.121320344

A/Iowa/19/2010,A/England/259/2011,2.414213562

A/Hong_kong/26560/2009,A/Philippines/2191/2009,1.414213562

A/Wisconsin/67/2005,A/Victoria/208/2009,16

A/Wisconsin/67/2005,A/England/394/2008,9.656854249

A/Wisconsin/67/2005,A/Victoria/210/2009,45.254834

A/Wisconsin/67/2005,A/Hong_kong/1985/2009,22.627417

A/Wisconsin/3/2007,A/England/394/2008,2.828427125

A/Hong_kong/3969/2011,A/Stockholm/18/2011,1.414213562

A/Hong_kong/3969/2011,A/Norway/1789/2011,1

A/Hong_kong/3969/2011,A/Finland/190/2011,1

A/Hong_kong/3969/2011,A/England/259/2011,1.207106781

A/Hong_kong/3969/2011,A/Iowa/19/2010,2

A/Finland/190/2011,A/England/259/2011,1.414213562

A/Victoria/210/2009,A/Stockholm/18/2011,5.656854249

A/Victoria/210/2009,A/Perth/10/2010,2.121320344

A/Victoria/210/2009,A/Hong_kong/3969/2011,4

A/Victoria/210/2009,A/Iowa/19/2010,2

A/Victoria/210/2009,A/Alabama/5/2010,8

A/Perth/15/2009,A/Perth/16/2009,1.414213562

A/Uruguay/716/2007,A/England/394/2008,4.242640687

A/Alabama/5/2010,A/Perth/10/2010,1.207106781

A/Alabama/5/2010,A/Hong_kong/3969/2011,1.414213562

A/Alabama/5/2010,A/England/259/2011,3

A/Wisconsin/15/2009,A/Niigata/403/2009,1.414213562

A/Wisconsin/15/2009,A/Perth/10/2010,1.414213562

A/Wisconsin/15/2009,A/Victoria/210/2009,2.828427125

A/Wisconsin/15/2009,A/Hong_kong/26560/2009,1.414213562

A/Wisconsin/15/2009,A/Victoria/208/2009,5.656854249

A/Wisconsin/15/2009,A/Philippines/2191/2009,1.414213562

A/Wisconsin/15/2009,A/Alabama/5/2010,1.414213562

A/Brisbane/299/2011,A/Kentucky/5/2011,1.414213562

A/Hong_kong/1985/2009,A/Niigata/403/2009,0.707106781

A/Hong_kong/1985/2009,A/Philippines/2191/2009,1.414213562

A/Hong_kong/1985/2009,A/Perth/16/2009,1.414213562

A/Hong_kong/1985/2009,A/Wisconsin/15/2009,0.5

A/Hong_kong/1985/2009,A/Perth/15/2009,1.5

A/Hong_kong/1985/2009,A/Hong_kong/26560/2009,1.414213562

A/Port_chalmers/1/1973,A/Hong_kong/1774/1999,5.656854249

A/Port_chalmers/1/1973,A/Netherlands/35/1993,5.656854249

A/England/259/2011,A/Norway/1789/2011,1.414213562

A/Brisbane/10/2007,A/Stockholm/18/2011,16

A/Brisbane/10/2007,A/Perth/10/2010,8

A/Brisbane/10/2007,A/England/394/2008,3.414213562

A/Brisbane/10/2007,A/Iowa/19/2010,43.3137085

A/Brisbane/10/2007,A/Victoria/208/2009,22.627417

A/Brisbane/10/2007,A/Hong_kong/1952/2009,9.656854249

A/Brisbane/10/2007,A/Hong_kong/3969/2011,8

A/Brisbane/10/2007,A/South_australia/3/2011,8

A/Brisbane/10/2007,A/Niigata/403/2009,32

A/Brisbane/10/2007,A/Victoria/210/2009,22.627417

A/Brisbane/10/2007,A/Chiang_rai/277/2011,11.3137085

A/Brisbane/10/2007,A/Hong_kong/1985/2009,16

A/Brisbane/10/2007,A/Alabama/5/2010,22.627417

A/Brisbane/10/2007,A/Kentucky/5/2011,8

A/Perth/16/2009,A/Perth/10/2010,2.121320344

A/Perth/16/2009,A/Hong_kong/26560/2009,1

A/Perth/16/2009,A/Philippines/2191/2009,1.414213562

A/Perth/16/2009,A/Hong_kong/3969/2011,2.828427125

A/Perth/16/2009,A/England/259/2011,4

A/Perth/16/2009,A/Niigata/403/2009,2

A/Perth/16/2009,A/South_australia/3/2011,1.414213562

A/Perth/16/2009,A/Victoria/210/2009,2

A/Perth/16/2009,A/Chiang_rai/277/2011,2

A/Perth/16/2009,A/Kentucky/5/2011,1

A/Chiang_rai/277/2011,A/Brisbane/299/2011,1.414213562

A/Chiang_rai/277/2011,A/Kentucky/5/2011,1

A/Victoria/3/1975,A/Hong_kong/1774/1999,22.627417

A/England/42/1972,A/Hong_kong/1774/1999,5.656854249

A/Port_chalmers/1/1973,A/Sydney/5/1997,64

A/Brisbane/10/2007,A/Philippines/2191/2009,16

A/Brisbane/10/2007,A/Perth/15/2009,16.97056275

A/Brisbane/10/2007,A/Hong_kong/26560/2009,16

A/Uruguay/716/2007,A/Niigata/403/2009,45.254834

A/Uruguay/716/2007,A/Hong_kong/1952/2009,11.3137085

A/Uruguay/716/2007,A/Philippines/2191/2009,16

A/Uruguay/716/2007,A/Perth/15/2009,19.3137085

A/Uruguay/716/2007,A/Hong_kong/1985/2009,32

A/Uruguay/716/2007,A/Hong_kong/26560/2009,32

A/Wisconsin/67/2005,A/Niigata/403/2009,16

A/Wisconsin/67/2005,A/Perth/10/2010,11.3137085

A/Wisconsin/67/2005,A/Perth/15/2009,13.65685425

A/Wisconsin/67/2005,A/Hong_kong/26560/2009,16

A/Wisconsin/67/2005,A/Philippines/2191/2009,32

A/Wisconsin/67/2005,A/Hong_kong/1952/2009,11.3137085

A/Wisconsin/67/2005,A/Alabama/5/2010,16

A/Johannesburg/33/1994,A/Panama/2007/1999,32

A/Johannesburg/33/1994,A/Moscow/10/1999,32

A/Beijing/353/1989,A/Johannesburg/33/1994,90.50966799

A/Sydney/5/1997,A/Netherlands/35/1993,90.50966799

A/Sydney/5/1997,A/Hong_kong/1774/1999,128

